
11027;0
11140;2
13266;4
12663;6
15751;8
12039;10
14999;12
15349;14
12964;16
12475;18
12868;20
12714;22
12543;24
12598;26
12198;28
13213;30
17097;32
17780;34
17676;36
15898;38
11979;40
14439;42
12166;44
15625;46
17611;48
16583;50
10912;52
10780;54
10692;56
10692;58
10790;60
10698;62
10680;64
10939;66
11124;68
12820;70
15923;72
14430;74
13815;76
13609;78
13669;80
15545;82
13415;84
18816;86
15269;88
13492;90
16804;92
17868;94
15693;96
12060;98
10991;100
15352;102
13595;104
13338;106
10835;108
10700;110
10850;112
17001;114
13497;116
14066;118
13427;120
17130;122
16886;124
14197;126
15458;128
12099;130
11661;132
13597;134
13294;136
14417;138
16692;140
11071;142
13814;144
13795;146
14383;148
10837;150
10968;152
10764;154
10634;156
10745;158
10690;160
10655;162
10670;164
10796;166
11693;168
11417;170
13217;172
16004;174
10623;176
11422;178
17172;180
12387;182
11005;184
12201;186
11763;188
10705;190
10748;192
13029;194
13328;196
19372;198
11383;200
13657;202
15757;204
14732;206
10655;208
10639;210
10667;212
10530;214
10562;216
10637;218
10645;220
10689;222
11912;224
13787;226
16003;228
16870;230
12288;232
51416;234
18581;236
12908;238
13318;240
13905;242
13438;244
13839;246
16364;248
19379;250
12934;252
18671;254
11923;256
10576;258
10485;260
10621;262
10653;264
10484;266
10722;268
10685;270
10471;272
10581;274
10578;276
10730;278
10634;280
13357;282
10473;284
11597;286
19002;288
12257;290
10793;292
10593;294
10824;296
11399;298
19117;300
10811;302
10860;304
10411;306
14237;308
17894;310
10741;312
11083;314
10400;316
12962;318
11065;320
16365;322
12892;324
10425;326
11682;328
11937;330
11418;332
11002;334
11782;336
13838;338
12498;340
13255;342
12236;344
11948;346
15457;348
13269;350
12033;352
19051;354
12521;356
10863;358
15084;360
18666;362
11508;364
12088;366
12738;368
11101;370
14734;372
17794;374
10308;376
14896;378
12162;380
10917;382
10335;384
18073;386
11386;388
13986;390
10766;392
14252;394
13622;396
13133;398
11230;400
12186;402
15700;404
13380;406
13611;408
16085;410
15734;412
15830;414
15668;416
15345;418
14740;420
12497;422
16282;424
18609;426
10314;428
10359;430
10479;432
10334;434
10368;436
10415;438
10306;440
10368;442
12915;444
14506;446
13162;448
12189;450
10398;452
11190;454
12877;456
10319;458
11197;460
11051;462
11438;464
12839;466
11999;468
13452;470
10538;472
12025;474
14230;476
10744;478
10511;480
11452;482
10413;484
10992;486
13923;488
10567;490
13634;492
13006;494
10727;496
11147;498
10604;500
10575;502
11885;504
11370;506
10853;508
10954;510
10968;512
11185;514
10584;516
10702;518
11404;520
10933;522
10318;524
10824;526
10756;528
11944;530
12614;532
17871;534
15319;536
15916;538
33340;540
19727;542
15451;544
22453;546
17898;548
879318;550
14302;552
22682;554
18119;556
15382;558
15225;560
24505;562
17372;564
13840;566
14254;568
13738;570
13756;572
13976;574
14085;576
13991;578
14177;580
14293;582
13854;584
13804;586
21085;588
16678;590
15117;592
15520;594
16186;596
15299;598
15936;600
15011;602
16465;604
16350;606
14471;608
23287;610
16634;612
22181;614
16636;616
17186;618
19633;620
16962;622
17357;624
17734;626
16463;628
16067;630
16250;632
15393;634
16537;636
16808;638
17292;640
17225;642
17968;644
16711;646
18275;648
16873;650
16932;652
21827;654
16497;656
17043;658
17100;660
17880;662
18360;664
17001;666
17374;668
17536;670
18143;672
18754;674
20407;676
18047;678
17930;680
18105;682
21552;684
18629;686
14894;688
14996;690
15133;692
14733;694
14556;696
14805;698
19735;700
19956;702
14739;704
14552;706
14548;708
16453;710
18969;712
25502;714
24147;716
22463;718
16894;720
19174;722
17896;724
19135;726
14858;728
14689;730
14676;732
15814;734
14891;736
19879;738
16938;740
19868;742
26606;744
24527;746
24428;748
24327;750
23085;752
22141;754
16847;756
19280;758
17158;760
17776;762
19238;764
16841;766
19998;768
200385;770
13701;772
12608;774
12034;776
14086;778
11875;780
11542;782
11098;784
10772;786
11821;788
12381;790
12033;792
12912;794
11190;796
11744;798
11556;800
11951;802
12475;804
12984;806
11491;808
12656;810
11796;812
15100;814
16862;816
16839;818
16542;820
16619;822
16448;824
16599;826
16647;828
16459;830
16773;832
16640;834
16581;836
16682;838
16578;840
16637;842
16450;844
16569;846
16800;848
16935;850
16577;852
16478;854
16426;856
16886;858
16505;860
16237;862
16537;864
16735;866
16565;868
16414;870
16344;872
16522;874
16483;876
16428;878
16967;880
16536;882
16762;884
16522;886
16485;888
16293;890
16522;892
16505;894
16498;896
16473;898
16249;900
13406;902
15136;904
15294;906
15495;908
14066;910
13021;912
11656;914
12326;916
13123;918
13440;920
14912;922
14316;924
14207;926
18042;928
14735;930
37820;932
14736;934
14436;936
14448;938
14854;940
14818;942
14046;944
15083;946
14834;948
16231;950
14715;952
13928;954
14490;956
14380;958
13478;960
16588;962
16012;964
15919;966
11492;968
12081;970
11687;972
15312;974
17947;976
17345;978
17639;980
18095;982
17002;984
15196;986
20877;988
15894;990
14485;992
14299;994
14203;996
14258;998
14332;1000
14254;1002
14209;1004
14330;1006
14236;1008
14217;1010
14339;1012
14368;1014
14220;1016
18272;1018
16823;1020
17269;1022
14665;1024
14082;1026
17583;1028
17520;1030
11446;1032
12504;1034
11232;1036
15816;1038
12254;1040
11985;1042
12910;1044
11105;1046
9786;1048
9681;1050
9576;1052
9769;1054
9601;1056
9732;1058
9718;1060
9773;1062
9699;1064
9678;1066
10246;1068
9552;1070
12796;1072
9573;1074
14733;1076
10028;1078
15104;1080
16484;1082
12873;1084
10604;1086
14649;1088
9599;1090
13166;1092
